State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Jammu and Kashmir,KATHUA,1999,Kharif,Cond-spcs other,18.0,15.0
Jammu and Kashmir,KATHUA,1999,Kharif,Maize,15122.0,33600.0
Jammu and Kashmir,KATHUA,1999,Kharif,Rice,35644.0,51878.5
Jammu and Kashmir,KATHUA,1999,Kharif,Sesamum,3606.0,1442.4
Jammu and Kashmir,KATHUA,1999,Rabi,Barley,1694.0,1372.0
Jammu and Kashmir,KATHUA,1999,Rabi,Cond-spcs other,121.0,96.6
Jammu and Kashmir,KATHUA,1999,Rabi,Linseed,180.0,45.7
Jammu and Kashmir,KATHUA,1999,Rabi,Rapeseed &Mustard,2717.0,1025.7
Jammu and Kashmir,KATHUA,1999,Whole Year,Sugarcane,73.0,87.6
Jammu and Kashmir,KATHUA,2000,Kharif,Bajra,1503.0,710.2
Jammu and Kashmir,KATHUA,2000,Kharif,Dry ginger,3.0,5.0
Jammu and Kashmir,KATHUA,2000,Kharif,Maize,16233.0,40240.0
Jammu and Kashmir,KATHUA,2000,Kharif,Rice,34303.0,57398.1
Jammu and Kashmir,KATHUA,2000,Kharif,Sesamum,3915.0,1566.0
Jammu and Kashmir,KATHUA,2000,Rabi,Barley,1607.0,1432.0
Jammu and Kashmir,KATHUA,2000,Rabi,Linseed,121.0,23.0
Jammu and Kashmir,KATHUA,2000,Rabi,Rapeseed &Mustard,3031.0,1087.0
Jammu and Kashmir,KATHUA,2000,Rabi,Wheat,53097.0,33440.0
Jammu and Kashmir,KATHUA,2000,Whole Year,Dry chillies,32.0,12.0
Jammu and Kashmir,KATHUA,2000,Whole Year,Garlic,1.0,1.0
Jammu and Kashmir,KATHUA,2000,Whole Year,Sannhamp,24.0,12.0
Jammu and Kashmir,KATHUA,2000,Whole Year,Sugarcane,56.0,71.0
Jammu and Kashmir,KATHUA,2000,Whole Year,Tobacco,46.0,4.0
Jammu and Kashmir,KATHUA,2000,Whole Year,Turmeric,1.0,1.0
Jammu and Kashmir,KATHUA,2001,Kharif,Bajra,1687.0,927.0
Jammu and Kashmir,KATHUA,2001,Kharif,Cotton(lint),13.0,6.0
Jammu and Kashmir,KATHUA,2001,Kharif,Horse-gram,122.0,34.0
Jammu and Kashmir,KATHUA,2001,Kharif,Maize,15660.0,37660.0
Jammu and Kashmir,KATHUA,2001,Kharif,Rice,36591.0,64733.0
Jammu and Kashmir,KATHUA,2001,Kharif,Sesamum,3608.0,1450.0
Jammu and Kashmir,KATHUA,2001,Kharif,Urad,3821.0,1150.0
Jammu and Kashmir,KATHUA,2001,Rabi,Barley,1697.0,1493.0
Jammu and Kashmir,KATHUA,2001,Rabi,Gram,86.0,48.0
Jammu and Kashmir,KATHUA,2001,Rabi,Linseed,132.0,52.0
Jammu and Kashmir,KATHUA,2001,Rabi,Masoor,7.0,3.0
Jammu and Kashmir,KATHUA,2001,Rabi,Peas & beans (Pulses),2.0,1.0
Jammu and Kashmir,KATHUA,2001,Rabi,Rapeseed &Mustard,2816.0,3675.0
Jammu and Kashmir,KATHUA,2001,Rabi,Wheat,51501.0,79730.0
Jammu and Kashmir,KATHUA,2001,Whole Year,Onion,4.0,4.0
Jammu and Kashmir,KATHUA,2001,Whole Year,Potato,125.0,820.0
Jammu and Kashmir,KATHUA,2001,Whole Year,Sannhamp,20.0,10.0
Jammu and Kashmir,KATHUA,2001,Whole Year,Sugarcane,59.0,76.0
Jammu and Kashmir,KATHUA,2001,Whole Year,Tobacco,3.0,2.0
Jammu and Kashmir,KATHUA,2002,Kharif,Bajra,1271.0,699.0
Jammu and Kashmir,KATHUA,2002,Kharif,Cotton(lint),4.0,2.0
Jammu and Kashmir,KATHUA,2002,Kharif,Jowar,129.0,32.0
Jammu and Kashmir,KATHUA,2002,Kharif,Maize,19223.0,34090.0
Jammu and Kashmir,KATHUA,2002,Kharif,Moong(Green Gram),20.0,11.0
Jammu and Kashmir,KATHUA,2002,Kharif,Moth,3.0,2.0
Jammu and Kashmir,KATHUA,2002,Kharif,Other Kharif pulses,192.0,54.0
Jammu and Kashmir,KATHUA,2002,Kharif,Rice,29420.0,43402.0
Jammu and Kashmir,KATHUA,2002,Kharif,Sesamum,3641.0,1464.0
Jammu and Kashmir,KATHUA,2002,Kharif,Urad,3878.0,1167.0
Jammu and Kashmir,KATHUA,2002,Rabi,Barley,1731.0,1523.0
Jammu and Kashmir,KATHUA,2002,Rabi,Gram,95.0,54.0
Jammu and Kashmir,KATHUA,2002,Rabi,Linseed,91.0,28.0
Jammu and Kashmir,KATHUA,2002,Rabi,Masoor,7.0,3.0
Jammu and Kashmir,KATHUA,2002,Rabi,Other  Rabi pulses,3.0,1.0
Jammu and Kashmir,KATHUA,2002,Rabi,Rapeseed &Mustard,2445.0,3258.0
Jammu and Kashmir,KATHUA,2002,Rabi,Wheat,49633.0,79350.0
Jammu and Kashmir,KATHUA,2002,Whole Year,Onion,1.0,1.0
Jammu and Kashmir,KATHUA,2002,Whole Year,Other Fresh Fruits,15.0,0.0
Jammu and Kashmir,KATHUA,2002,Whole Year,Other Vegetables,107.0,194.0
Jammu and Kashmir,KATHUA,2002,Whole Year,Potato,97.0,745.0
Jammu and Kashmir,KATHUA,2002,Whole Year,Sugarcane,40.0,52.0
Jammu and Kashmir,KATHUA,2002,Whole Year,Tobacco,2.0,0.1
Jammu and Kashmir,KATHUA,2003,Kharif,Bajra,1421.0,782.0
Jammu and Kashmir,KATHUA,2003,Kharif,Cotton(lint),5.0,2.0
Jammu and Kashmir,KATHUA,2003,Kharif,Maize,19474.0,48100.0
Jammu and Kashmir,KATHUA,2003,Kharif,Other Kharif pulses,4.0,2.0
Jammu and Kashmir,KATHUA,2003,Kharif,Rice,30628.0,55677.0
Jammu and Kashmir,KATHUA,2003,Kharif,Sesamum,3229.0,1298.0
Jammu and Kashmir,KATHUA,2003,Kharif,Small millets,26.0,130.0
Jammu and Kashmir,KATHUA,2003,Kharif,Urad,3801.0,1144.0
Jammu and Kashmir,KATHUA,2003,Rabi,Barley,1673.0,1472.0
Jammu and Kashmir,KATHUA,2003,Rabi,Linseed,69.0,25.0
Jammu and Kashmir,KATHUA,2003,Rabi,Masoor,25.0,10.0
Jammu and Kashmir,KATHUA,2003,Rabi,Other  Rabi pulses,98.0,49.0
Jammu and Kashmir,KATHUA,2003,Rabi,Peas & beans (Pulses),4.0,3.0
Jammu and Kashmir,KATHUA,2003,Rabi,Rapeseed &Mustard,2582.0,648.0
Jammu and Kashmir,KATHUA,2003,Rabi,Wheat,51873.0,85400.0
Jammu and Kashmir,KATHUA,2003,Whole Year,Onion,1.0,3.0
Jammu and Kashmir,KATHUA,2003,Whole Year,Other Fresh Fruits,1.0,0.0
Jammu and Kashmir,KATHUA,2003,Whole Year,Other Vegetables,114.0,193.0
Jammu and Kashmir,KISHTWAR,2007,Kharif,Maize,11962.0,13650.0
Jammu and Kashmir,KISHTWAR,2007,Kharif,Moong(Green Gram),2.0,0.9
Jammu and Kashmir,KISHTWAR,2007,Kharif,Other Kharif pulses,11.0,5.8
Jammu and Kashmir,KISHTWAR,2007,Kharif,Potato,5.0,13.2
Jammu and Kashmir,KISHTWAR,2007,Kharif,Rice,943.0,887.0
Jammu and Kashmir,KISHTWAR,2007,Kharif,Urad,804.0,337.7
Jammu and Kashmir,KISHTWAR,2007,Kharif,Wheat,20.0,2.4
Jammu and Kashmir,KISHTWAR,2007,Rabi,Barley,2268.0,728.0
Jammu and Kashmir,KISHTWAR,2007,Rabi,Onion,2.0,5.1
Jammu and Kashmir,KISHTWAR,2007,Rabi,Other  Rabi pulses,23.0,11.5
Jammu and Kashmir,KISHTWAR,2007,Rabi,Peas & beans (Pulses),8.0,4.8
Jammu and Kashmir,KISHTWAR,2007,Rabi,Rapeseed &Mustard,45.0,20.6
Jammu and Kashmir,KISHTWAR,2007,Rabi,Wheat,2985.0,4200.0
Jammu and Kashmir,KISHTWAR,2008,Rabi,Barley,2165.0,695.0
Jammu and Kashmir,KISHTWAR,2008,Rabi,Masoor,67.0,29.6
Jammu and Kashmir,KISHTWAR,2008,Rabi,Onion,6.0,15.3
Jammu and Kashmir,KISHTWAR,2008,Rabi,Peas & beans (Pulses),22.0,13.2
Jammu and Kashmir,KISHTWAR,2008,Rabi,Rapeseed &Mustard,83.0,50.8
Jammu and Kashmir,KISHTWAR,2008,Rabi,Wheat,2579.0,2160.0
Jammu and Kashmir,KISHTWAR,2013,Rabi,Barley,2340.0,751.5
Jammu and Kashmir,KISHTWAR,2013,Rabi,Peas & beans (Pulses),2.0,1.1
Jammu and Kashmir,KISHTWAR,2013,Rabi,Rapeseed &Mustard,9.0,6.2
Jammu and Kashmir,KISHTWAR,2013,Rabi,Wheat,3416.0,4226.0
Jammu and Kashmir,KISHTWAR,2014,Kharif,Barley,27.0,9.5
Jammu and Kashmir,KISHTWAR,2014,Kharif,Maize,12582.0,6217.0
Jammu and Kashmir,KISHTWAR,2014,Kharif,Peas & beans (Pulses),45.0,20.3
Jammu and Kashmir,KISHTWAR,2014,Kharif,Potato,106.0,1166.2
Jammu and Kashmir,KISHTWAR,2014,Kharif,Rice,1196.0,144.0
Jammu and Kashmir,KISHTWAR,2014,Kharif,Urad,675.0,287.3
Jammu and Kashmir,KULGAM,2007,Kharif,Dry chillies,26.0,30.8
Jammu and Kashmir,KULGAM,2007,Kharif,Maize,4928.0,7430.0
Jammu and Kashmir,KULGAM,2007,Kharif,Moong(Green Gram),195.0,100.5
Jammu and Kashmir,KULGAM,2007,Kharif,Onion,62.0,55.8
Jammu and Kashmir,KULGAM,2007,Kharif,Other Cereals & Millets,3.0,0.5
Jammu and Kashmir,KULGAM,2007,Kharif,Other Kharif pulses,410.0,215.2
Jammu and Kashmir,KULGAM,2007,Kharif,Potato,112.0,218.1
Jammu and Kashmir,KULGAM,2007,Kharif,Rice,17961.0,46447.0
Jammu and Kashmir,KULGAM,2007,Rabi,Onion,20.0,47.0
Jammu and Kashmir,KULGAM,2007,Rabi,Peas & beans (Pulses),35.0,24.5
Jammu and Kashmir,KULGAM,2007,Rabi,Potato,13.0,151.9
Jammu and Kashmir,KULGAM,2007,Rabi,Rapeseed &Mustard,3933.0,3102.2
Jammu and Kashmir,KULGAM,2007,Rabi,Wheat,13.0,10.0
Jammu and Kashmir,KULGAM,2008,Rabi,Onion,30.0,70.5
Jammu and Kashmir,KULGAM,2008,Rabi,Peas & beans (Pulses),15.0,10.5
Jammu and Kashmir,KULGAM,2008,Rabi,Potato,36.0,204.5
Jammu and Kashmir,KULGAM,2008,Rabi,Rapeseed &Mustard,4165.0,3763.6
Jammu and Kashmir,KULGAM,2013,Rabi,Onion,73.0,172.1
Jammu and Kashmir,KULGAM,2013,Rabi,Peas & beans (Pulses),36.0,25.4
Jammu and Kashmir,KULGAM,2013,Rabi,Potato,36.0,403.5
Jammu and Kashmir,KULGAM,2013,Rabi,Rapeseed &Mustard,4655.0,3275.7
Jammu and Kashmir,KULGAM,2014,Kharif,Maize,3247.0,1022.0
Jammu and Kashmir,KULGAM,2014,Kharif,Moong(Green Gram),77.0,39.7
Jammu and Kashmir,KULGAM,2014,Kharif,Rice,18344.0,18025.0
Jammu and Kashmir,KULGAM,2014,Kharif,Urad,111.0,3.8
Jammu and Kashmir,KUPWARA,1997,Kharif,Maize,21774.0,12100.0
Jammu and Kashmir,KUPWARA,1997,Kharif,Rice,17337.0,224.0
Jammu and Kashmir,KUPWARA,1999,Kharif,Maize,23651.0,4510.0
Jammu and Kashmir,KUPWARA,1999,Kharif,Rice,9918.0,4037.9
Jammu and Kashmir,KUPWARA,2000,Kharif,Maize,24096.0,18050.0
Jammu and Kashmir,KUPWARA,2000,Kharif,Rice,11255.0,12414.0
Jammu and Kashmir,KUPWARA,2000,Rabi,Rapeseed &Mustard,2582.0,1012.0
Jammu and Kashmir,KUPWARA,2000,Rabi,Wheat,130.0,130.0
Karnataka,GULBARGA,2008,Rabi,Jowar,298885.0,301618.0
Karnataka,GULBARGA,2008,Rabi,Linseed,606.0,229.0
Karnataka,GULBARGA,2008,Rabi,Maize,864.0,2597.0
Karnataka,GULBARGA,2008,Rabi,Onion,1204.0,14014.0
Karnataka,GULBARGA,2008,Rabi,Other  Rabi pulses,48.0,5.0
Karnataka,GULBARGA,2008,Rabi,Potato,4.0,57.0
Karnataka,GULBARGA,2008,Rabi,Rapeseed &Mustard,15.0,6.0
Karnataka,GULBARGA,2008,Rabi,Rice,5122.0,7980.0
Karnataka,GULBARGA,2008,Rabi,Safflower,14355.0,9101.0
Karnataka,GULBARGA,2008,Rabi,Sunflower,48746.0,19767.0
Karnataka,GULBARGA,2008,Rabi,Wheat,20333.0,22229.0
Karnataka,GULBARGA,2008,Summer,Bajra,81.0,61.0
Karnataka,GULBARGA,2008,Summer,Dry chillies,59.0,194.0
Karnataka,GULBARGA,2008,Summer,Jowar,44.0,100.0
Karnataka,GULBARGA,2008,Summer,Maize,871.0,2741.0
Karnataka,GULBARGA,2008,Summer,Onion,124.0,676.0
Karnataka,GULBARGA,2008,Summer,Rice,40326.0,86388.0
Karnataka,GULBARGA,2008,Summer,Sunflower,1047.0,540.0
Karnataka,GULBARGA,2008,Whole Year,Banana,1146.0,19734.0
Karnataka,GULBARGA,2008,Whole Year,Coconut,513.0,3514.0
Karnataka,GULBARGA,2008,Whole Year,Coriander,18.0,10.0
Karnataka,GULBARGA,2008,Whole Year,Cotton(lint),50976.0,185757.0
Karnataka,GULBARGA,2008,Whole Year,Dry ginger,9.0,287.0
Karnataka,GULBARGA,2008,Whole Year,Garlic,10.0,22.0
Karnataka,GULBARGA,2008,Whole Year,Mesta,542.0,993.0
Karnataka,GULBARGA,2008,Whole Year,Sannhamp,4.0,1.0
Karnataka,GULBARGA,2008,Whole Year,Sugarcane,7944.0,407527.0
Karnataka,GULBARGA,2008,Whole Year,Sweet potato,14.0,142.0
Karnataka,GULBARGA,2008,Whole Year,Turmeric,312.0,954.0
Karnataka,GULBARGA,2009,Kharif,Arhar/Tur,336853.0,153285.0
Karnataka,GULBARGA,2009,Kharif,Bajra,35856.0,20403.0
Karnataka,GULBARGA,2009,Kharif,Castor seed,128.0,83.0
Karnataka,GULBARGA,2009,Kharif,Gram,486.0,256.0
Karnataka,GULBARGA,2009,Kharif,Groundnut,9545.0,3610.0
Karnataka,GULBARGA,2009,Kharif,Horse-gram,486.0,256.0
Karnataka,GULBARGA,2009,Kharif,Jowar,6761.0,5182.0
Karnataka,GULBARGA,2009,Kharif,Maize,4971.0,4138.0
Karnataka,GULBARGA,2009,Kharif,Moong(Green Gram),90846.0,2848.0
Kerala,MALAPPURAM,2000,Winter,Rice,14318.0,25623.0
Kerala,MALAPPURAM,2001,Autumn,Rice,6908.0,13313.0
Kerala,MALAPPURAM,2001,Kharif,Jowar,5.0,3.0
Kerala,MALAPPURAM,2001,Kharif,Ragi,3.0,2.0
Kerala,MALAPPURAM,2001,Kharif,Sesamum,293.0,70.0
Kerala,MALAPPURAM,2001,Summer,Rice,1723.0,5108.0
Kerala,MALAPPURAM,2001,Whole Year,Arecanut,17735.0,11085.0
Kerala,MALAPPURAM,2001,Whole Year,Banana,8420.0,55835.0
Kerala,MALAPPURAM,2001,Whole Year,Black pepper,8996.0,616.0
Kerala,MALAPPURAM,2001,Whole Year,Cardamom,70.0,1.0
Kerala,MALAPPURAM,2001,Whole Year,Cashewnut,10953.0,4941.0
Kerala,MALAPPURAM,2001,Whole Year,Coconut,104171.0,599000000.0
Kerala,MALAPPURAM,2001,Whole Year,Dry ginger,212.0,426.0
Kerala,MALAPPURAM,2001,Whole Year,Rubber,29263.0,32904.0
Kerala,MALAPPURAM,2001,Whole Year,Sugarcane,7.0,710.0
Kerala,MALAPPURAM,2001,Whole Year,Sweet potato,251.0,2888.0
Kerala,MALAPPURAM,2001,Whole Year,Tapioca,7206.0,166980.0
Kerala,MALAPPURAM,2001,Whole Year,Turmeric,241.0,348.0
Kerala,MALAPPURAM,2001,Winter,Rice,14023.0,25638.0
Kerala,MALAPPURAM,2002,Autumn,Rice,5781.0,11308.0
Kerala,MALAPPURAM,2002,Kharif,Ragi,1.0,1.0
Kerala,MALAPPURAM,2002,Kharif,Sesamum,291.0,76.0
Kerala,MALAPPURAM,2002,Summer,Rice,1637.0,5104.0
Kerala,MALAPPURAM,2002,Whole Year,Arecanut,19622.0,17527.0
Kerala,MALAPPURAM,2002,Whole Year,Banana,9804.0,67931.0
Kerala,MALAPPURAM,2002,Whole Year,Bhindi,119.0,0.0
Kerala,MALAPPURAM,2002,Whole Year,Bitter Gourd,248.0,0.0
Kerala,MALAPPURAM,2002,Whole Year,Black pepper,9846.0,979.0
Kerala,MALAPPURAM,2002,Whole Year,Brinjal,33.0,0.0
Kerala,MALAPPURAM,2002,Whole Year,Cardamom,70.0,3.0
Kerala,MALAPPURAM,2002,Whole Year,Cashewnut,10735.0,4481.0
Kerala,MALAPPURAM,2002,Whole Year,Cashewnut Raw,10735.0,4481.0
Kerala,MALAPPURAM,2002,Whole Year,Coconut,107254.0,787000000.0
Kerala,MALAPPURAM,2002,Whole Year,Drum Stick,3193.0,3341.0
Kerala,MALAPPURAM,2002,Whole Year,Dry ginger,181.0,424.0
Kerala,MALAPPURAM,2002,Whole Year,Jack Fruit,9847.0,30.0
Kerala,MALAPPURAM,2002,Whole Year,Mango,11167.0,36403.0
Kerala,MALAPPURAM,2002,Whole Year,Other Fresh Fruits,1085.0,0.0
Kerala,MALAPPURAM,2002,Whole Year,other oilseeds,159.0,0.0
Kerala,MALAPPURAM,2002,Whole Year,Other Vegetables,4985.0,0.0
Kerala,MALAPPURAM,2002,Whole Year,Papaya,2325.0,10042.0
Kerala,MALAPPURAM,2002,Whole Year,Pineapple,335.0,1827.0
Kerala,MALAPPURAM,2002,Whole Year,Rubber,29335.0,33883.0
Kerala,MALAPPURAM,2002,Whole Year,Snak Guard,90.0,0.0
Kerala,MALAPPURAM,2002,Whole Year,Sugarcane,11.0,1120.0
Kerala,MALAPPURAM,2002,Whole Year,Sweet potato,333.0,3831.0
Kerala,MALAPPURAM,2002,Whole Year,Tapioca,6947.0,176344.0
Kerala,MALAPPURAM,2002,Whole Year,Tea,192.0,0.1
Kerala,MALAPPURAM,2002,Whole Year,Turmeric,339.0,576.0
Kerala,MALAPPURAM,2002,Winter,Rice,12260.0,22569.0
Kerala,MALAPPURAM,2003,Autumn,Rice,5032.0,10792.0
Kerala,MALAPPURAM,2003,Kharif,Jowar,9.0,5.0
Kerala,MALAPPURAM,2003,Kharif,Sesamum,370.0,91.0
Kerala,MALAPPURAM,2003,Summer,Rice,1686.0,5383.0
Kerala,MALAPPURAM,2003,Whole Year,Arecanut,20476.0,15986.0
Kerala,MALAPPURAM,2003,Whole Year,Banana,8963.0,71210.0
Kerala,MALAPPURAM,2003,Whole Year,Bhindi,121.0,0.0
Kerala,MALAPPURAM,2003,Whole Year,Bitter Gourd,166.0,0.0
Kerala,MALAPPURAM,2003,Whole Year,Black pepper,10525.0,1014.0
Kerala,MALAPPURAM,2003,Whole Year,Brinjal,69.0,0.0
Kerala,MALAPPURAM,2003,Whole Year,Cardamom,70.0,3.0
Kerala,MALAPPURAM,2003,Whole Year,Cashewnut,10215.0,4237.0
Kerala,MALAPPURAM,2003,Whole Year,Coconut,109582.0,858000000.0
Kerala,MALAPPURAM,2003,Whole Year,Drum Stick,3232.0,3361.0
Kerala,MALAPPURAM,2003,Whole Year,Dry ginger,146.0,365.0
Kerala,MALAPPURAM,2003,Whole Year,Jack Fruit,10086.0,39.0
Kerala,MALAPPURAM,2003,Whole Year,Mango,10932.0,39345.0
Kerala,MALAPPURAM,2003,Whole Year,Other Fresh Fruits,925.0,0.0
Kerala,MALAPPURAM,2003,Whole Year,Other Vegetables,5403.0,0.0
Kerala,MALAPPURAM,2003,Whole Year,Papaya,2358.0,10184.0
Kerala,MALAPPURAM,2003,Whole Year,Pineapple,302.0,1551.0
Kerala,MALAPPURAM,2003,Whole Year,Snak Guard,61.0,0.0
Kerala,MALAPPURAM,2003,Whole Year,Sugarcane,4.0,410.0
Kerala,MALAPPURAM,2003,Whole Year,Sweet potato,372.0,4278.0
Kerala,MALAPPURAM,2003,Whole Year,Tapioca,6484.0,208078.0
Kerala,MALAPPURAM,2003,Whole Year,Turmeric,268.0,474.0
Kerala,MALAPPURAM,2003,Winter,Rice,10953.0,20569.0
Kerala,MALAPPURAM,2004,Autumn,Rice,4697.0,9907.0
Kerala,MALAPPURAM,2004,Kharif,Ragi,5.0,4.0
Kerala,MALAPPURAM,2004,Kharif,Sesamum,242.0,72.0
Kerala,MALAPPURAM,2004,Summer,Rice,1590.0,5396.0
Kerala,MALAPPURAM,2004,Whole Year,Arecanut,19979.0,17152.0
Kerala,PALAKKAD,1998,Whole Year,Sugarcane,2653.0,236770.0
Kerala,PALAKKAD,1998,Whole Year,Sweet potato,649.0,5986.0
Kerala,PALAKKAD,1998,Whole Year,Tapioca,6815.0,156619.0
Kerala,PALAKKAD,1998,Whole Year,Turmeric,598.0,1162.0
Kerala,PALAKKAD,1998,Winter,Rice,55730.0,123214.0
Kerala,PALAKKAD,1999,Autumn,Rice,51685.0,106137.0
Kerala,PALAKKAD,1999,Kharif,Cotton(lint),4772.0,7702.0
Kerala,PALAKKAD,1999,Kharif,Groundnut,6920.0,5144.0
Kerala,PALAKKAD,1999,Kharif,Jowar,2528.0,1287.0
Kerala,PALAKKAD,1999,Kharif,Ragi,837.0,677.0
Kerala,PALAKKAD,1999,Kharif,Sesamum,115.0,53.0
Kerala,PALAKKAD,1999,Summer,Rice,7289.0,21482.0
Kerala,PALAKKAD,1999,Whole Year,Arecanut,3786.0,2320.0
Kerala,PALAKKAD,1999,Whole Year,Banana,5279.0,52737.0
Kerala,PALAKKAD,1999,Whole Year,Black pepper,4844.0,818.0
Kerala,PALAKKAD,1999,Whole Year,Cardamom,2919.0,180.0
Kerala,PALAKKAD,1999,Whole Year,Cashewnut,5854.0,2258.0
Kerala,PALAKKAD,1999,Whole Year,Coconut,45857.0,218000000.0
Kerala,PALAKKAD,1999,Whole Year,Dry chillies,139.0,149.0
Kerala,PALAKKAD,1999,Whole Year,Dry ginger,1191.0,3433.0
Kerala,PALAKKAD,1999,Whole Year,Sugarcane,2713.0,334730.0
Kerala,PALAKKAD,1999,Whole Year,Sweet potato,519.0,4787.0
Kerala,PALAKKAD,1999,Whole Year,Tapioca,6373.0,133282.0
Kerala,PALAKKAD,1999,Whole Year,Turmeric,771.0,1498.0
Kerala,PALAKKAD,1999,Winter,Rice,50730.0,123292.0
Kerala,PALAKKAD,2000,Autumn,Rice,58580.0,125079.0
Kerala,PALAKKAD,2000,Kharif,Cotton(lint),3847.0,6209.0
Kerala,PALAKKAD,2000,Kharif,Groundnut,3676.0,2733.0
Kerala,PALAKKAD,2000,Kharif,Jowar,463.0,236.0
Kerala,PALAKKAD,2000,Kharif,Ragi,1943.0,1572.0
Kerala,PALAKKAD,2000,Kharif,Sesamum,142.0,41.0
Kerala,PALAKKAD,2000,Summer,Rice,7600.0,24496.0
Kerala,PALAKKAD,2000,Whole Year,Arecanut,4241.0,2859.0
Kerala,PALAKKAD,2000,Whole Year,Banana,5931.0,40376.0
Kerala,PALAKKAD,2000,Whole Year,Black pepper,4916.0,598.0
Kerala,PALAKKAD,2000,Whole Year,Cardamom,2921.0,176.0
Kerala,PALAKKAD,2000,Whole Year,Cashewnut,6136.0,2458.0
Kerala,PALAKKAD,2000,Whole Year,Coconut,46393.0,252000000.0
Kerala,PALAKKAD,2000,Whole Year,Dry ginger,1460.0,5699.0
Kerala,PALAKKAD,2000,Whole Year,Sugarcane,1643.0,139770.0
Kerala,PALAKKAD,2000,Whole Year,Sweet potato,369.0,3403.0
Kerala,PALAKKAD,2000,Whole Year,Tapioca,6646.0,136341.0
Kerala,PALAKKAD,2000,Whole Year,Turmeric,778.0,1985.0
Kerala,PALAKKAD,2000,Winter,Rice,52521.0,112598.0
Kerala,PALAKKAD,2001,Autumn,Rice,57462.0,129463.0
Kerala,PALAKKAD,2001,Kharif,Cotton(lint),3760.0,6069.0
Kerala,PALAKKAD,2001,Kharif,Groundnut,2437.0,1812.0
Kerala,PALAKKAD,2001,Kharif,Jowar,2891.0,1474.0
Kerala,PALAKKAD,2001,Kharif,Ragi,1933.0,1564.0
Kerala,PALAKKAD,2001,Kharif,Sesamum,93.0,34.0
Kerala,PALAKKAD,2001,Summer,Rice,7338.0,20493.0
Kerala,PALAKKAD,2001,Whole Year,Arecanut,4026.0,4007.0
Kerala,PALAKKAD,2001,Whole Year,Banana,7414.0,66041.0
Kerala,PALAKKAD,2001,Whole Year,Black pepper,5063.0,723.0
Kerala,PALAKKAD,2001,Whole Year,Cardamom,2754.0,190.0
Kerala,PALAKKAD,2001,Whole Year,Cashewnut,5947.0,2262.0
Kerala,PALAKKAD,2001,Whole Year,Coconut,50568.0,284000000.0
Kerala,PALAKKAD,2001,Whole Year,Coffee,4650.0,3450.0
Kerala,PALAKKAD,2001,Whole Year,Dry ginger,1452.0,6478.0
Kerala,PALAKKAD,2001,Whole Year,Rubber,28985.0,31759.0
Kerala,PALAKKAD,2001,Whole Year,Sugarcane,1610.0,136960.0
Kerala,PALAKKAD,2001,Whole Year,Sweet potato,257.0,2370.0
Kerala,PALAKKAD,2001,Whole Year,Tapioca,5649.0,133313.0
Kerala,PALAKKAD,2001,Whole Year,Tea,852.0,1973.0
Kerala,PALAKKAD,2001,Whole Year,Turmeric,799.0,2152.0
Kerala,PALAKKAD,2001,Winter,Rice,51104.0,119346.0
Kerala,PALAKKAD,2002,Autumn,Rice,57583.0,117326.0
Kerala,PALAKKAD,2002,Kharif,Cotton(lint),3400.0,5488.0
Kerala,PALAKKAD,2002,Kharif,Groundnut,2422.0,1801.0
Kerala,PALAKKAD,2002,Kharif,Jowar,2565.0,1308.0
Kerala,PALAKKAD,2002,Kharif,Ragi,1294.0,1047.0
Kerala,PALAKKAD,2002,Kharif,Sesamum,106.0,26.0
Kerala,PALAKKAD,2002,Summer,Rice,5124.0,14371.0
Kerala,PALAKKAD,2002,Whole Year,Arecanut,4936.0,5706.0
Kerala,PALAKKAD,2002,Whole Year,Banana,8155.0,65005.0
Kerala,PALAKKAD,2002,Whole Year,Bhindi,446.0,0.0
Kerala,PALAKKAD,2002,Whole Year,Bitter Gourd,232.0,0.0
Kerala,PALAKKAD,2002,Whole Year,Black pepper,5482.0,778.0
Kerala,PALAKKAD,2002,Whole Year,Brinjal,139.0,0.0
Kerala,PALAKKAD,2002,Whole Year,Cardamom,2754.0,201.0
Madhya Pradesh,AGAR MALWA,2013,Kharif,Arhar/Tur,1834.0,739.0
Madhya Pradesh,AGAR MALWA,2013,Kharif,Bajra,5.0,4.0
Madhya Pradesh,AGAR MALWA,2013,Kharif,Barley,286.0,466.0
Madhya Pradesh,AGAR MALWA,2013,Kharif,Groundnut,1077.0,1138.0
Madhya Pradesh,AGAR MALWA,2013,Kharif,Jowar,2750.0,3347.0
Madhya Pradesh,AGAR MALWA,2013,Kharif,Maize,15270.0,16578.0
Madhya Pradesh,AGAR MALWA,2013,Kharif,Moong(Green Gram),424.0,143.0
Madhya Pradesh,AGAR MALWA,2013,Kharif,Other Kharif pulses,55.0,3.0
Madhya Pradesh,AGAR MALWA,2013,Kharif,Rice,2.0,1.0
Madhya Pradesh,AGAR MALWA,2013,Kharif,Sannhamp,21.0,50.0
Madhya Pradesh,AGAR MALWA,2013,Kharif,Soyabean,137322.0,80718.0
Madhya Pradesh,AGAR MALWA,2013,Kharif,Urad,1892.0,687.0
Madhya Pradesh,AGAR MALWA,2013,Rabi,Gram,41916.0,27026.0
Madhya Pradesh,AGAR MALWA,2013,Rabi,Linseed,33.0,25.0
